대학교 이름,가게 이름,가게 평균 평점,리뷰어 리뷰수,가게 방문수
성균관대학교 인문사회과학캠퍼스,이공오도씨,4.53,627.0,2
성균관대학교 인문사회과학캠퍼스,이공오도씨,4.53,627.0,4
성균관대학교 인문사회과학캠퍼스,이공오도씨,4.53,487.0,1
성균관대학교 인문사회과학캠퍼스,이공오도씨,4.53,100.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,674.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,479.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,18.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,156.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,42.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,593.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,675.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,163.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,462.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,24.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,855.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,536.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,759.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,515.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,126.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,836.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,628.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,759.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,48.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,321.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,324.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,551.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,186.0,10
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,186.0,11
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,169.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,127.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,161.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,579.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,390.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,258.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,229.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,213.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,577.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,229.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,169.0,3
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,123.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,63.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,5.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,73.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,661.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,210.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,885.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,222.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,185.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,885.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,161.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,674.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,717.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,346.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,660.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,161.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,20.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,644.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,715.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,262.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,544.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,972.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,161.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,378.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,64.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,263.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,68.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,518.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,6.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,752.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,264.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,779.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,60.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,386.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,878.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,643.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,207.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,536.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,212.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,643.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,134.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,290.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,18.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,355.0,2
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,331.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,548.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,17.0,1
성균관대학교 인문사회과학캠퍼스,솔트24,4.46,668.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,319.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,46.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,470.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,319.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,234.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,435.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,28.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,229.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,17.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,57.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,36.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,152.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,37.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,761.0,6
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,87.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,761.0,5
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,670.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,595.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,230.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,435.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,138.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,205.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,575.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,981.0,3
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,237.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,19.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,37.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,360.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,15.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,109.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,133.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,171.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,765.0,3
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,53.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,89.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,319.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,73.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,229.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,111.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,510.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,59.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,510.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,118.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,126.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,95.0,5
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,95.0,3
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,95.0,6
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,97.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,159.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,320.0,10
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,108.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,191.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,95.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,413.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,95.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,49.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,15.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,126.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,56.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,135.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,95.0,4
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,910.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,571.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,985.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,975.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,259.0,2
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,954.0,7
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,25.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,134.0,1
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,104.0,5
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,762.0,4
성균관대학교 인문사회과학캠퍼스,샤뽀블랑,4.5,122.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,44.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,44.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,9.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,229.0,2
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,11.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,15.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,608.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,9.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,375.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,888.0,2
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,368.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,67.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,239.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,888.0,3
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,243.0,3
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,6.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,381.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,17.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,888.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,9.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,229.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,256.0,3
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,200.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,256.0,2
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,75.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,539.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,256.0,4
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,31.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,256.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,269.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,238.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,10.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,19.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,51.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,484.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,574.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,164.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,16.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,878.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,4.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,672.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,161.0,2
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,70.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,13.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,562.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,912.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,156.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,12.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,562.0,2
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,144.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,228.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,331.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,180.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,41.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,514.0,2
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,322.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,519.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,161.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,454.0,1
성균관대학교 인문사회과학캠퍼스,에그마카슈 대학로점,4.56,934.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,122.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,26.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,46.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,33.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,66.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,26.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,324.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,19.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,207.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,15.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,19.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,12.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,47.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,178.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,19.0,2
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,36.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,24.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,370.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,47.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,45.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,60.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,346.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,28.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,59.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,258.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,30.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,225.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,11.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,4.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,7.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,15.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,930.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,124.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,715.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,9.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,9.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,377.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,1.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,29.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,22.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,10.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,7.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,703.0,2
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,354.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,33.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,1.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,140.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,815.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,15.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,21.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,6.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,5.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,42.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,16.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,4.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,146.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,7.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,295.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,724.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,205.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,83.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,125.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,1.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,64.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,280.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,73.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,35.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,474.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,43.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,31.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,6.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,516.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,26.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,3.0,2
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,14.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,675.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,252.0,2
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,13.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,7.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,18.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,18.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,25.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,20.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,212.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,125.0,2
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,14.0,2
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,5.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,11.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,21.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,8.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,10.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,26.0,2
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,25.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,31.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,25.0,1
성균관대학교 인문사회과학캠퍼스,카페마피 쿠키앤 베이커리,4.64,25.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,5.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,17.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,1.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,14.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,3.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,1.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,9.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,1.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,3.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,47.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,2.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,1.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,5.0,2
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,12.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,6.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,9.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,29.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,3.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,5.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,42.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,14.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,13.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,43.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,14.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,18.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,14.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,5.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,2.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,3.0,1
성균관대학교 인문사회과학캠퍼스,프루스트,4.97,2.0,1
